"pair","type","cosine_similarity","API_similarity"
"trash-normal","unrelated",0.285969672911481,"0.112"
"preserve-mayor","unrelated",0.268849760099954,"0.100"
"hold-keep","related",0.709211268592453,"0.778"
"hero-savior","related",0.483336852231799,"0.900"
"exciting-interesting","related",0.480233140674001,"0.800"
"nap-stroll","related",0.229915292193213,"0.112"
"distance-speed","related",0.527584141230999,"0.687"
"blood-teenager","unrelated",0.20957799519399,"0.106"
"november-mixture","unrelated",0.203986456484214,"0.000"
"alcohol-happy","unrelated",0.208268413087576,"0.112"
"help-title","unrelated",0.383888489310106,"0.150"
"torment-torture","related",0.607126093106669,"0.900"
"hate-succeed","unrelated",0.222500720397411,"0.112"
"house-apartment","related",0.50165313742171,"0.850"
"ticket-passport","related",0.459543228183354,"0.320"
"cup-coffee","related",0.413670027164125,"0.750"
"original-promise","unrelated",0.342254948645939,"0.112"
"universe-whistle","unrelated",0.194825278952731,"0.000"
"construction-candle","unrelated",0.24460360896539,"0.075"
"technical-mechanical","related",0.499261037314178,"0.823"
"summer-winter","related",0.549156500500387,"0.900"
"cabin-stone","unrelated",0.207350505050758,"0.075"
"focus-prohibit","unrelated",0.240600225268918,"0.000"
"nothing-limousine","unrelated",0.16007255205131,"0.000"
"mars-venus","related",0.397646127185644,"0.825"
"optimistic-perimeter","unrelated",0.147757965246571,"0.000"
"absolutely-completely","related",0.66125873167802,"0.872"
"accidentally-intentionally","related",0.614181117426721,"0.800"
"environment-atmosphere","related",0.437919942855186,"0.750"
"phenomenon-event","related",0.498866429531929,"0.800"
"tough-hard","related",0.618079567529886,"0.800"
"green-orange","related",0.494615295726005,"0.900"
"telescope-microscope","related",0.540126735474777,"0.823"
"secondary-reward","unrelated",0.297005330497961,"0.112"
"crack-hole","related",0.336291713401095,"0.600"
"fox-rabbit","related",0.448351641358631,"0.818"
"carbon-shelter","unrelated",0.204809116268202,"0.100"
"change-improvement","related",0.435789419410184,"0.738"
"magnetic-electric","related",0.46498744523038,"0.800"
"land-fly","related",0.16395303517364,"0.100"
"treasure-navy","unrelated",0.289423450541851,"0.150"
"situation-crisis","related",0.485818230672959,"0.753"
"hormone-communist","unrelated",0.216142643024701,"0.045"
"show-performance","related",0.518911831993899,"0.735"
"diarrhea-reputation","unrelated",0.175526108945798,"0.045"
"colleague-friend","related",0.460761222519599,"0.654"
"sister-brother","related",0.75200848594336,"1.000"
"true-address","unrelated",0.251063797058531,"0.200"
"sherlock-watson","related",0.518817741407346,"0.900"
"try-attempt","related",0.705256339767683,"1.000"
"unfortunate-misfortune","related",0.710064082975066,"0.857"
"forgive-demonstration","unrelated",0.201716821728424,"0.112"
"sister-championship","unrelated",0.256542139657705,"0.100"
"presence-absence","related",0.462665183852078,"0.750"
"plague-sleep","unrelated",0.239497497500047,"0.100"
"fashionable-recording","unrelated",0.142729955372107,"0.112"
"death-disappearance","related",0.410568144266973,"0.634"
"daddy-mum","related",0.491122568892144,"0.800"
"permission-cynical","unrelated",0.200548143163688,"0.000"
"therapy-salary","unrelated",0.261932556005201,"0.150"
"wonderful-airport","unrelated",0.205592553842629,"0.100"
"calendar-prince","unrelated",0.206174403254685,"0.123"
"job-muscle","unrelated",0.327522391791776,"0.100"
"anchor-sail","related",0.329977452220706,"0.675"
"direct-directly","related",0.707007278411895,"0.000"
"crowd-audience","related",0.624303840570236,"0.800"
"mistress-lover","related",0.387430458226283,"0.800"
"cloud-fog","related",0.478460850261648,"0.870"
"status-position","related",0.391096512596593,"0.675"
"base-electric","unrelated",0.2155291536017,"0.200"
"evidence-proof","related",0.50735213787089,"0.889"
"celebrity-atlantic","unrelated",0.167635776221512,"0.050"
"helpless-match","unrelated",0.203631415077479,"0.000"
"glorious-correct","unrelated",0.267009625781407,"0.112"
"diploma-graduate","related",0.471961852062209,"0.750"
"commission-empire","unrelated",0.248633913234056,"0.245"
"bone-about","unrelated",0.287111909536235,"0.000"
"relationship-friendship","related",0.535737886166656,"0.872"
"wind-generally","unrelated",0.254862477382749,"0.000"
"stubborn-rome","unrelated",0.251797638414027,"0.000"
"factor-element","related",0.585929656405115,"0.750"
"artist-painter","related",0.522197196980693,"0.900"
"advertising-traitor","unrelated",0.139163735823485,"0.045"
"philosophy-religion","related",0.396738363719764,"0.785"
"outside-inside","related",0.657014402450251,"0.200"
"financially-quality","unrelated",0.27325373642736,"0.213"
"anarchy-closet","unrelated",0.158733489504717,"0.045"
"contact-connection","related",0.587191363347917,"0.873"
"dessert-owner","unrelated",0.207166517643166,"0.125"
"loyal-faithful","related",0.727842179954348,"0.900"
"courage-probe","unrelated",0.263087178823321,"0.115"
"needle-syringe","related",0.481605894045476,"0.900"
"rhythm-predator","unrelated",0.180015791645377,"0.100"
"tumor-authority","unrelated",0.196332295830076,"0.050"
"spy-noon","unrelated",0.303355512923193,"0.000"
"federal-bait","unrelated",0.181988319501621,"0.000"
"hospital-clinic","related",0.652840621546024,"0.850"
"phase-period","related",0.590481546910045,"0.800"
"record-exercise","unrelated",0.362204398614647,"0.156"
"garlic-onion","related",0.549130907175464,"0.850"
"increase-reduce","related",0.543786357047787,"0.800"
"sandwich-hamburger","related",0.525569754633083,"0.850"
"colleague-plausible","unrelated",0.247086978805311,"0.000"
"month-week","related",0.695033701978034,"0.850"
"conversation-discussion","related",0.737499195183475,"0.800"
"speech-sermon","related",0.472743373778006,"0.764"
"two-four","related",0.668861621102065,"0.167"
"trap-people","unrelated",0.294006749760072,"0.115"
"magnetic-order","unrelated",0.254960994978354,"0.110"
"hair-beard","related",0.480248141356423,"0.800"
"hold-appreciate","unrelated",0.329387564485173,"0.112"
"naval-towel","unrelated",0.218976147526169,"0.100"
"count-bullet","unrelated",0.421599661174186,"0.100"
"ritual-ceremony","related",0.519887172660486,"0.850"
"century-decade","related",0.679464739715095,"0.873"
"crew-instrument","unrelated",0.447078541518321,"0.200"
"wait-psychological","unrelated",0.130689136489935,"0.100"
"illusion-hallucination","related",0.490658126112354,"0.900"
"stand-sit","related",0.500243514475823,"0.654"
"stubborn-selfish","related",0.41170388927754,"0.342"
"administration-keep","unrelated",0.325766694125628,"0.065"
"drop-sip","related",0.322317737031043,"0.367"
"zombie-vampire","related",0.596400129411911,"0.780"
"orchestra-lizard","unrelated",0.202856425460231,"0.000"
"grave-accompany","unrelated",0.262146765487677,"0.000"
"capacity-pig","unrelated",0.23355003749644,"0.100"
"physics-mathematics","related",0.506196916036428,"0.800"
"form-sign","related",0.502810628337168,"0.375"
"now-fatal","unrelated",0.220911185776848,"0.100"
"future-past","related",0.571530870555553,"0.800"
"creation-defend","unrelated",0.290117620267865,"0.123"
"ready-prepare","related",0.664047800844049,"0.750"
"source-think","unrelated",0.341706960154148,"0.000"
"ming-ling","related",0.506560163270907,"0.200"
"trap-bait","related",0.485754177438391,"0.800"
"flatter-amount","unrelated",0.213367543185953,"0.000"
"cell-stop","unrelated",0.263582185502777,"0.073"
"strong-weak","related",0.688608156733583,"0.800"
"poor-rich","related",0.474805549601296,"0.866"
"view-work","unrelated",0.332642564451062,"0.233"
"garlic-closed","unrelated",0.147858227274253,"0.000"
"temple-monastery","related",0.551911795836836,"0.875"
"fake-false","related",0.580663401954362,"0.800"
"bind-tie","related",0.556829993393477,"0.800"
"place-location","related",0.717954252062275,"0.900"
"sum-amount","related",0.549003807694767,"0.910"
"groom-sentence","unrelated",0.210396475584942,"0.000"
"art-put","unrelated",0.399358702127447,"0.100"
"ready-different","unrelated",0.327384189766331,"0.000"
"amateur-professional","related",0.453414178539978,"0.650"
"unit-marriage","unrelated",0.300237180889332,"0.112"
"just-assistance","unrelated",0.317549542103212,"0.100"
"change-fourth","unrelated",0.249902655012513,"0.000"
"number-education","unrelated",0.197856451313249,"0.215"
"operational-functional","related",0.533168381375176,"0.750"
"nail-politics","unrelated",0.233026854091009,"0.000"
"manager-boss","related",0.635779903527434,"0.800"
"reading-writing","related",0.57072550603638,"0.875"
"snack-lunch","related",0.567518647590883,"0.750"
"chance-possibility","related",0.636605024519516,"0.835"
"resignation-refresh","unrelated",0.28895988381364,"0.112"
"fall-musician","unrelated",0.235737933473164,"0.100"
"already-still","related",0.441936555469712,"0.100"
"eliminate-remove","related",0.622298338588652,"0.872"
"matter-particle","related",0.617818389092701,"0.867"
"treasure-wealth","related",0.488291753596491,"0.750"
"gesture-act","related",0.500240281768442,"0.707"
"sofa-bright","unrelated",0.200752075924138,"0.000"
"alcohol-drug","related",0.394463864834565,"0.800"
"air-oxygen","related",0.338787148601972,"0.900"
"swallow-yesterday","unrelated",0.193939374582797,"0.000"
"washington-boston","related",0.410511698335667,"0.600"
"courage-determination","related",0.450407747361285,"0.822"
"body-financial","unrelated",0.327314496880697,"0.100"
"oven-stove","related",0.50922204859031,"0.900"
"sober-wide","unrelated",0.245019091715466,"0.000"
"kiss-fraud","unrelated",0.229322931990311,"0.045"
"liquid-apartment","unrelated",0.223895680335135,"0.112"
"hanging-entrepreneur","unrelated",0.150800431267327,"0.100"
"ming-knee","unrelated",0.182228163646193,"0.000"
"hearing-trial","related",0.355501405039167,"0.200"
"double-unique","unrelated",0.437545356196976,"0.150"
"finger-thumb","related",0.68961096086736,"0.900"
"injustice-unfair","related",0.588478452396063,"0.800"
"monkey-period","unrelated",0.240209531460655,"0.000"
"key-destruction","unrelated",0.20388639336923,"0.112"
"screen-monitor","related",0.603344761571054,"0.850"
"brown-blue","related",0.539738384291319,"0.125"
"network-fight","unrelated",0.305303866067828,"0.145"
"cement-world","unrelated",0.222056927748993,"0.214"
"nasty-filthy","related",0.623541149441686,"0.873"
"refugee-fugitive","related",0.547623677863386,"0.654"
"artifact-medallion","related",0.283934920107363,"0.450"
"scare-frighten","related",0.763597205447715,"0.800"
"illegal-legal","related",0.672149879048684,"0.900"
"war-find","unrelated",0.265645708806381,"0.215"
"butterfly-bird","related",0.4908714704828,"0.350"
"alive-dead","related",0.566539334307986,"0.000"
"healthy-normal","related",0.510712044331961,"0.300"
"farmer-worker","related",0.445959050155624,"0.735"
"arena-teach","unrelated",0.256738770003821,"0.112"
"coffin-human","unrelated",0.168324996806974,"0.800"
"surgeon-rich","unrelated",0.183352977344187,"0.112"
"inspire-speed","unrelated",0.180864677846695,"0.100"
"suddenly-boston","unrelated",0.223037489031989,"0.000"
"candidate-voter","related",0.413092853168925,"0.800"
"dude-bro","related",0.484174059978622,"0.800"
"torment-important","unrelated",0.164051102794179,"0.000"
"examination-beard","unrelated",0.243901592371748,"0.012"
"wound-injury","related",0.572151996282924,"0.850"
"success-station","unrelated",0.277335201992106,"0.100"
"patient-client","related",0.629353673663817,"0.650"
"source-informant","related",0.314247989534493,"0.600"
"mafia-egg","unrelated",0.179751681789265,"0.000"
"respect-confidence","related",0.519903642590392,"0.652"
"delicate-sensitive","related",0.627478779420157,"0.800"
"job-work","related",0.677024836748975,"0.887"
"never-arrest","unrelated",0.212143863429327,"0.000"
"throat-neck","related",0.55207403418602,"0.800"
"true-real","related",0.556684256497991,"0.789"
"magic-wizard","related",0.635170223543885,"0.875"
"sweet-cute","related",0.458848132297863,"0.500"
"accidentally-return","unrelated",0.237297014782914,"0.000"
"nightmare-dream","related",0.485813876170969,"0.800"
"enthusiasm-passion","related",0.604741864756386,"0.850"
"size-unknown","unrelated",0.298208667506127,"0.100"
"conclusion-gratitude","unrelated",0.343932072491995,"0.200"
"submarine-boat","related",0.489108919047181,"0.825"
"anonymous-cancer","unrelated",0.198807319410131,"0.000"
"call-telephone","related",0.546244195167179,"0.833"
"apple-naked","unrelated",0.208432498498895,"0.000"
"profit-income","related",0.6893468277776,"0.850"
"shoulder-knee","related",0.471781761750624,"0.789"
"feed-yellow","unrelated",0.244247310396509,"0.112"
"contain-president","unrelated",0.21252886251303,"0.000"
"doubt-quarter","unrelated",0.324087852805463,"0.100"
"chicken-advise","unrelated",0.204030756763183,"0.000"
"read-office","unrelated",0.243219087562602,"0.112"
"horror-fear","related",0.500132849693076,"0.850"
"number-address","related",0.42137071560328,"0.215"
"chemical-abdominal","unrelated",0.198291336696332,"0.200"
"bonus-reward","related",0.653341000293142,"0.870"
"goose-heavily","unrelated",0.266898410399918,"0.000"
"cook-chef","related",0.551286905247972,"0.900"
"contamination-investor","unrelated",0.18538633785453,"0.050"
"paper-pen","related",0.493955735515582,"0.750"
"soup-salad","related",0.436490697611564,"0.845"
"death-problem","unrelated",0.335228839734926,"0.245"
"singer-lieutenant","unrelated",0.243952194813561,"0.112"
"population-robbery","unrelated",0.236493152879374,"0.215"
"reading-spectacular","unrelated",0.251367982124529,"0.100"
"killer-district","unrelated",0.232072029207144,"0.112"
"learn-surname","unrelated",0.277139301659229,"0.000"
"chemistry-request","unrelated",0.311406008768768,"0.111"
"mud-sand","related",0.468662176952291,"0.725"
"picture-photo","related",0.788103678754494,"0.950"
"bind-usual","unrelated",0.252844578863491,"0.000"
"late-wolf","unrelated",0.208023096748056,"0.000"
"spinal-impress","unrelated",0.186042426323725,"0.000"
"pacific-constitution","unrelated",0.191189982207948,"0.112"
"legion-army","related",0.406528414199218,"0.875"
"decent-honest","related",0.454781139209994,"0.800"
"christmas-holiday","related",0.49193655762844,"0.854"
"stay-remain","related",0.699827269586605,"0.900"
"lasagna-spaghetti","related",0.562176915477184,"0.850"
"buy-sell","related",0.669505352803801,"0.800"
"button-disease","unrelated",0.273479511951076,"0.000"
"refuge-shelter","related",0.685507505337261,"0.875"
"engineer-architect","related",0.556572292663163,"0.754"
"grandfather-grandmother","related",0.844797382079322,"1.000"
"today-yesterday","related",0.572879779292996,"0.850"
"preserve-maintain","related",0.588515377655017,"0.500"
"combination-mixture","related",0.522048433486593,"0.875"
"fate-bacon","unrelated",0.226689841396494,"0.000"
"milk-juice","related",0.438647001889454,"0.875"
"freely-there","unrelated",0.340527086690355,"0.000"
"roman-reasonable","unrelated",0.284704190254838,"0.000"
"population-people","related",0.620827847997673,"0.900"
"commercial-intuition","unrelated",0.120977171193725,"0.112"
"jealous-angry","related",0.548888736637242,"0.674"
"final-talent","unrelated",0.30774509400648,"0.205"
"comment-statement","related",0.377881194982937,"0.800"
"playboy-magazine","related",0.414039744253637,"0.634"
"groom-bride","related",0.554702083374424,"0.900"
"banking-medallion","unrelated",0.144577679330491,"0.045"
"potato-tomato","related",0.497048446658711,"0.872"
"brutal-armor","unrelated",0.297060107089252,"0.212"
"potential-talent","related",0.494315833158233,"0.675"
"listen-hear","related",0.68756971523297,"0.800"
"commander-captain","related",0.618130929710319,"0.800"
"aids-hiv","related",0.692435342427872,"0.900"
"campaign-cognac","unrelated",0.233487871273959,"0.100"
"silk-cowboy","unrelated",0.241674123934617,"0.100"
"thousand-perfect","unrelated",0.263574517243895,"0.000"
"person-fog","unrelated",0.290418678591917,"0.045"
"anatomy-psychology","related",0.408785278237729,"0.500"
"fate-destiny","related",0.682142661584873,"0.900"
"open-team","unrelated",0.267464040324105,"0.112"
"suck-satellite","unrelated",0.247306979629117,"0.000"
"radio-television","related",0.472096669924939,"0.850"
"permission-approval","related",0.626027207191601,"0.857"
"purpose-winter","unrelated",0.262984168046125,"0.045"
"secondary-primary","related",0.674490341733632,"0.800"
"baby-inspiration","unrelated",0.217128494412087,"0.100"
"squirrel-book","unrelated",0.213524329624599,"0.050"
"success-failure","related",0.597621298145346,"0.800"
"civil-nephew","unrelated",0.23971539311099,"0.112"
"series-lake","unrelated",0.304700406447673,"0.051"
"bush-tree","related",0.325340263732788,"0.800"
"grandson-nephew","related",0.650868092589807,"0.600"
"heavy-heavily","related",0.663891865945693,"0.000"
"gas-physical","unrelated",0.350291399542753,"0.100"
"describe-lick","unrelated",0.379056134121761,"0.125"
"meaning-chocolate","unrelated",0.213871293282698,"0.000"
"sky-funny","unrelated",0.211931915598219,"0.000"
"sugar-chocolate","related",0.485572192110848,"0.860"
"sad-transmitter","unrelated",0.150492460112853,"0.000"
"rodeo-cowboy","related",0.50530007931941,"0.900"
"oven-player","unrelated",0.379558482392562,"0.045"
"grandson-bus","unrelated",0.244039892379968,"0.000"
"shine-bright","related",0.712518262211424,"0.798"
"teenage-excited","unrelated",0.293482147743104,"0.112"
"allow-hell","unrelated",0.357775016382917,"0.000"
"needle-creativity","unrelated",0.193985604587451,"0.050"
"symptom-syndrome","related",0.592558403920857,"0.800"
"nerve-muscle","related",0.408637474419557,"0.811"
"fashionable-elegant","related",0.52896827510976,"0.841"
"tear-truck","unrelated",0.277475960463622,"0.025"
"scratch-bruise","related",0.423871825937523,"0.735"
"anchor-america","unrelated",0.274395412432911,"0.100"
"mercenary-assassin","related",0.38795015878104,"0.800"
"album-song","related",0.522494915291349,"0.875"
"college-university","related",0.581186747952621,"0.900"
"commission-committee","related",0.645169316239186,"0.800"
"screen-early","unrelated",0.23445697042683,"0.100"
"experiment-pathetic","unrelated",0.183797985694072,"0.100"
"result-stove","unrelated",0.241462790038277,"0.100"
"suffering-engine","unrelated",0.214230055269892,"0.000"
"distance-press","unrelated",0.248772083340532,"0.114"
"picnic-camping","related",0.472356130216,"0.750"
"positive-galaxy","unrelated",0.209925460629886,"0.100"
"down-game","unrelated",0.353298395220593,"0.112"
"daddy-production","unrelated",0.219106531525148,"0.100"
"eternal-forever","related",0.685654351357626,"0.900"
"horn-whistle","related",0.318200370569123,"0.756"
"first-last","related",0.579450165578592,"0.300"
"victim-attacker","related",0.478393409648965,"0.875"
"apple-fruit","related",0.528145009133852,"0.900"
"paper-danger","unrelated",0.234074247610729,"0.050"
"see-epidemic","unrelated",0.256623857312015,"0.062"
"wait-expect","related",0.434182923296558,"0.500"
"dictionary-phrase","related",0.510897608911736,"0.375"
"nap-sabotage","unrelated",0.216785092503321,"0.050"
"wine-champagne","related",0.518087072946302,"0.900"
"security-simple","unrelated",0.39353697070376,"0.113"
"romeo-content","unrelated",0.16067819092297,"0.112"
"brain-cerebral","related",0.524031975040126,"0.800"
"complaint-accusation","related",0.576401550495341,"0.782"
"internet-challenge","unrelated",0.226050286351317,"0.200"
"gunpowder-fugitive","unrelated",0.180652440250604,"0.085"
"arrival-gorilla","unrelated",0.150295584042011,"0.000"
"hit-strike","related",0.523717274032408,"0.800"
"hot-procedure","unrelated",0.226040466934966,"0.100"
"decent-device","unrelated",0.347060285998557,"0.100"
"actually-secure","unrelated",0.279796888856951,"0.100"
"federal-state","related",0.392442751783909,"0.800"
"jungle-injury","unrelated",0.218142362719483,"0.113"
"shirt-jacket","related",0.599730860950369,"0.850"
"espionage-sabotage","related",0.420667070037587,"0.750"
"platform-station","related",0.484064672686005,"0.750"
"text-stupidity","unrelated",0.171843632101736,"0.112"
"sergeant-lieutenant","related",0.590380455891173,"0.875"
"ash-greet","unrelated",0.228513956799598,"0.000"
"swear-oath","related",0.490971463015934,"0.800"
"dictionary-sick","unrelated",0.253770073688931,"0.000"
"squirrel-raccoon","related",0.570723169386848,"0.625"
"witty-funny","related",0.662734607127026,"0.900"
"club-classic","unrelated",0.441478650598975,"0.053"
"satisfied-timer","unrelated",0.236377310662285,"0.000"
"lightning-provide","unrelated",0.30965471353952,"0.000"
"research-study","related",0.533461005527051,"0.900"
"naval-fleet","related",0.41828792641929,"0.875"
"college-suitcase","unrelated",0.241406074270527,"0.050"
"league-salad","unrelated",0.256053711131929,"0.050"
"floor-greek","unrelated",0.230682751310311,"0.100"
"matter-negative","unrelated",0.242255963880274,"0.134"
"hot-cold","related",0.554468196735565,"0.800"
"lord-lady","related",0.434764035852233,"0.850"
"irony-constantly","unrelated",0.216317347973339,"0.000"
"punish-arrest","related",0.456659921338967,"0.569"
"firmly-strongly","related",0.654182596605163,"0.125"
"arena-battlefield","related",0.413186613269426,"0.678"
"civil-military","related",0.450713166443491,"0.750"
"waiter-passion","unrelated",0.233080231619407,"0.114"
"county-necklace","unrelated",0.168839407554068,"0.045"
"bear-depression","unrelated",0.165705629018597,"0.100"
"mental-bar","unrelated",0.356102245047321,"0.112"
"bravo-alpha","related",0.247377398793654,"0.200"
"name-title","related",0.671686354885282,"0.600"
"society-chair","unrelated",0.23530838920961,"0.150"
"lemonade-soda","related",0.498799278633649,"0.822"
"alert-wash","unrelated",0.340650460826034,"0.110"
"shield-armor","related",0.599522677419148,"0.900"
"smile-laugh","related",0.58796925290626,"0.850"
"obstacle-uniform","unrelated",0.277063771127755,"0.100"
"drop-teacher","unrelated",0.236039775133779,"0.100"
"forget-syringe","unrelated",0.201701373301011,"0.000"
"library-museum","related",0.41013733795028,"0.675"
"potential-arm","unrelated",0.423057205837858,"0.100"
"drive-ride","related",0.631775808492317,"0.675"
"million-duck","unrelated",0.252235624872832,"0.000"
"league-team","related",0.462592650634833,"0.800"
"whiskey-jump","unrelated",0.190458104058893,"0.000"
"cavalry-accent","unrelated",0.239715904996008,"0.045"
"champion-four","unrelated",0.205216360541547,"0.000"
"teenage-teenager","related",0.888337716603661,"0.900"
"coach-player","related",0.455150272788097,"0.800"
"special-unique","related",0.58361719924701,"0.812"
"status-filthy","unrelated",0.189150698729169,"0.112"
"beast-nose","unrelated",0.280105538839484,"0.000"
"say-guitar","unrelated",0.283005052019602,"0.112"
"court-judge","related",0.477817279885616,"0.850"
"turn-rotate","related",0.74805408652127,"0.850"
"ketchup-party","unrelated",0.268451129185235,"0.215"
"kilo-intimate","unrelated",0.222668495004987,"0.000"
"examine-investigate","related",0.656036658692971,"0.900"
"evidence-door","unrelated",0.273426682922808,"0.000"
"lesbian-location","unrelated",0.236102814473991,"0.072"
"cash-money","related",0.623914588521102,"1.000"
"evolution-cousin","unrelated",0.214332009497138,"0.205"
"fragment-piece","related",0.439680564720958,"0.800"
"bridge-intentionally","unrelated",0.289626334584013,"0.000"
"look-likely","unrelated",0.391964589796929,"0.000"
"shooter-duty","unrelated",0.234198294119397,"0.215"
"natural-group","unrelated",0.223823936943799,"0.300"
"patience-compassion","related",0.539008316725294,"0.721"
"tattoo-scar","related",0.383729863404428,"0.654"
"kidnap-abduct","related",0.718395813743999,"1.000"
"offer-accident","unrelated",0.310880152426532,"0.100"
"burst-explode","related",0.763707849000248,"0.850"
"taste-smell","related",0.662985848707073,"0.800"
"brown-rope","unrelated",0.208660021839158,"0.112"
"offer-give","related",0.644969721279374,"0.875"
"contract-ask","unrelated",0.373721514970975,"0.125"
"opening-statue","unrelated",0.163003053682446,"0.100"
"envelope-hammer","unrelated",0.301630675462891,"0.100"
"tower-accept","unrelated",0.266723635930914,"0.000"
"enable-exaggerate","unrelated",0.30689179057338,"0.100"
"cow-pig","related",0.413952156989231,"0.850"
"here-there","related",0.708594413994571,"0.150"
"protest-survive","unrelated",0.249358369218793,"0.205"
"talk-speak","related",0.62852323775754,"0.900"
"table-chair","related",0.544085514753747,"0.875"
"flu-election","unrelated",0.303494648419085,"0.012"
"delicate-architect","unrelated",0.302219218918667,"0.112"
"sofa-bed","related",0.463618252814984,"0.850"
"single-married","related",0.510942967235513,"0.850"
"slowly-state","unrelated",0.225411734164774,"0.000"
"flatter-impress","related",0.44297681058844,"0.600"
"current-electricity","related",0.333990701472538,"0.789"
"jurisdiction-authority","related",0.492574797935886,"0.775"
"corner-maintenance","unrelated",0.286175484887065,"0.112"
"shot-quickly","unrelated",0.341511061231473,"0.000"
"kidnap-mistake","unrelated",0.287509680083066,"0.150"
"kilometer-honor","unrelated",0.212759680326322,"0.000"
"briefcase-suitcase","related",0.630000401255165,"0.800"
"scary-inform","unrelated",0.214578570564406,"0.000"
"heavy-vaccine","unrelated",0.1566451129696,"0.072"
"butterfly-political","unrelated",0.285000559163889,"0.000"
"technology-cruel","unrelated",0.195990998905232,"0.000"
"kidney-bye","unrelated",0.22831604976285,"0.000"
"nobel-tissue","unrelated",0.200787822472287,"0.050"
"finance-invest","related",0.537179319193839,"0.700"
"clean-erection","unrelated",0.215327400295516,"0.045"
"idea-mirror","unrelated",0.254659394967219,"0.102"
"melt-fence","unrelated",0.215357008155772,"0.000"
"incident-accident","related",0.590395208468349,"0.900"
"yoga-tunnel","unrelated",0.207469428169921,"0.100"
"spider-dispute","unrelated",0.193447832696781,"0.045"
"concept-definition","related",0.724049876152432,"0.800"
"proud-heroin","unrelated",0.17214028527016,"0.000"
"drama-thick","unrelated",0.294460042208639,"0.112"
"drink-ling","unrelated",0.394403462476772,"0.050"
"maybe-probably","related",0.780971807532089,"0.800"
"hello-car","unrelated",0.354322059918865,"0.000"
"pacific-atlantic","related",0.581989160052385,"0.800"
"bowl-plate","related",0.407859046208959,"0.823"
"stamp-clinic","unrelated",0.238593447855327,"0.112"
"myth-legend","related",0.389833620259063,"0.850"
"play-game","related",0.620152822404509,"0.900"
"charm-sun","unrelated",0.268792300785656,"0.100"
"soup-entrance","unrelated",0.265642939455338,"0.100"
"name-functional","unrelated",0.352184534743904,"0.204"
"deadly-religion","unrelated",0.195412770149413,"0.112"
"palace-castle","related",0.482408380863314,"0.786"
"shooter-sniper","related",0.60549800309438,"0.837"
"eye-reply","unrelated",0.283030425441338,"0.112"
"melt-freeze","related",0.420499646661761,"0.800"
"ritual-mum","unrelated",0.256667023361392,"0.134"
"catholic-suggest","unrelated",0.180381078090257,"0.000"
"picture-hydrogen","unrelated",0.259926894437944,"0.000"
"noise-chef","unrelated",0.206133360845734,"0.112"
"monument-bathroom","unrelated",0.251075875970499,"0.072"
"admire-appreciate","related",0.658271110830806,"0.800"
"weight-height","related",0.52822289033334,"0.654"
"trigger-activate","related",0.597648644904793,"0.225"
"submarine-doctor","unrelated",0.217579222227309,"0.057"
"section-paragraph","related",0.607304181474663,"0.800"
"reception-party","related",0.381906803903335,"0.785"
"author-actor","related",0.561216155047633,"0.500"
"artist-strike","unrelated",0.337036379229209,"0.045"
"technology-science","related",0.572525467844101,"0.850"
"compassionate-generous","related",0.52660340311987,"0.800"
"demand-lion","unrelated",0.290464793946033,"0.000"
"guarantee-headquarters","unrelated",0.255809760236941,"0.205"
"recognize-eventually","unrelated",0.218624667909805,"0.000"
"trigger-option","unrelated",0.444257393359897,"0.225"
"arrange-program","unrelated",0.368819571227027,"0.300"
"nanny-importance","unrelated",0.162601594163996,"0.100"
"nice-lovely","related",0.470498490716869,"0.800"
"code-password","related",0.434852989381131,"0.800"
"pulse-fly","unrelated",0.319283228295882,"0.150"
"hope-faith","related",0.416164662374005,"0.800"
"cell-prison","related",0.286686910583987,"0.800"
"soul-complete","unrelated",0.241504045184789,"0.112"
"waste-spend","related",0.431909186756557,"0.225"
"probability-likely","related",0.638706552499502,"0.500"
"insult-offend","related",0.613077277708555,"0.750"
"officially-ventilation","unrelated",0.151999415939187,"0.000"
"rule-protocol","related",0.589065848810456,"0.738"
"personal-thirst","unrelated",0.193147761304604,"0.112"
"road-highway","related",0.540551212962569,"0.900"
"chicken-turkey","related",0.488062166635204,"0.850"
"expert-specialist","related",0.612351473031939,"0.900"
"enemy-opponent","related",0.597705343045146,"0.800"
"embassy-harmony","unrelated",0.224332776595815,"0.112"
"impressive-amazing","related",0.610360321093335,"0.750"
"manager-free","unrelated",0.265449542455987,"0.112"
"combat-attract","unrelated",0.24594810291399,"0.000"
"southern-bride","unrelated",0.258002666286073,"0.112"
"polite-friendly","related",0.484930869043744,"0.623"
"apply-cemetery","unrelated",0.199664552426561,"0.000"
"progress-christian","unrelated",0.235136425813292,"0.150"
"protest-demonstration","related",0.539920785236417,"0.900"
"occur-dad","unrelated",0.157161360334154,"0.000"
"now-know","related",0.435483919202606,"0.000"
"escort-accompany","related",0.463687309866835,"0.667"
"evil-breakfast","unrelated",0.135658270353167,"0.000"
"combination-heal","unrelated",0.198683798488711,"0.200"
"critical-political","related",0.402010769686707,"0.750"
"male-dawn","unrelated",0.258228177813597,"0.100"
"dig-football","unrelated",0.360147474248151,"0.112"
"naive-cynical","related",0.31895891728169,"0.250"
"control-prosecutor","unrelated",0.245970734533028,"0.245"
"crack-psychology","unrelated",0.178342099025939,"0.200"
